feature,Common-bean_G13094_cooked_pos_472025_011,Common-bean_G13094_cooked_pos_472025_012,Common-bean_G13094_cooked_pos_472025_013,Common-bean_G17162A_cooked_pos_472025_014,Common-bean_G17162A_cooked_pos_472025_015,Common-bean_G17162A_cooked_pos_472025_016,Common-bean_G4449_cooked_pos_472025_023,Common-bean_G4449_cooked_pos_472025_024,Common-bean_G4449_cooked_pos_472025_025,Lima-bean_G26506_cooked_pos_472025_017,Lima-bean_G26506_cooked_pos_472025_018,Lima-bean_G26506_cooked_pos_472025_019,Tepary-bean_G40084_cooked_pos_472025_020,Tepary-bean_G40084_cooked_pos_472025_021,Tepary-bean_G40084_cooked_pos_472025_022,Common-bean_G4449_019,Common-bean_G4449_020,Common-bean_G4449_021,Common-bean_G13094_022,Common-bean_G13094_023,Common-bean_G13094_024,Lima-bean_G26506_051,Lima-bean_G26506_052,Lima-bean_G26506_053,Common-bean_G17162A_038,Common-bean_G17162A_039,Common-bean_G17162A_040,Tepary-bean_G40084_085,Tepary-bean_G40084_086,Tepary-bean_G40084_087
Group,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw
N6-Succinyladenosine; LC-tDDA; CE20_neg,165369.0447,168889.1697,167928.0661,126899.6825,125810.4964,127792.8402,76428.38819,77128.86833,74194.41315,111053.2171,122923.9488,128823.6832,389166.8446,400368.6717,402240.6234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1-Methylguanosine; LC-tDDA; CE40_pos,8259.227774,6028.426903,4561.813128,14881.18191,14560.95716,15304.30843,5310.51502,2244.397919,5336.492405,11007.04908,14076.63004,10642.37466,11206.06578,13618.80707,13550.0844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myricitrin_neg,573952.2963,583255.3466,588236.9919,584390.4294,567617.4187,573807.9627,59267.66165,58889.85441,58207.77628,157992.27,157008.7068,156042.3888,35963.03516,37105.30596,36455.4532,12515.43687,42045.59492,48597.98229,110.8115411,232.7758604,6074537.928,0,0,0,488186.8139,475565.0554,485066.2849,25799.62418,26368.88035,25836.45146
Myricetin-3-O-xyloside_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316.285236,507.1103526,660.9658348,0,0,0
Myricetin_neg,0,0,0,42589.58601,41484.59993,40985.68792,0,0,0,601.3037639,863.3176063,622.8794812,69.02124925,0,158.168939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myricetin 3-O-galactoside_neg,3144.366491,1290.223432,486.8569023,0,0,0,379.9764318,370.9696799,548.6913158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495773.7894,484586.3808,486623.2928,6007.262789,5947.558375,5941.142551
Moupinamide_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methyl gallate_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESO-TARTARIC ACID_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4069.739037,3075.235214,5359.976971,0,0,0
Melilotoside_neg,20123.87327,20287.05033,20394.41957,60912.893,59418.5613,59698.98158,37874.49761,39247.04224,37675.88196,14108.44061,14329.4161,14598.39883,11869.58566,12438.76179,12415.28898,9206.42531,33338.00047,27470.15541,0,0,142696.6454,0,0,0,23520.17992,22420.48331,23498.98812,42230.60303,42113.99317,42224.50735
Mangiferin_neg,1438.440367,1714.167255,2173.395787,1228.405488,1591.10927,635.513853,2216.107223,1878.938098,3794.336196,4061.613984,3781.751072,3586.466844,4895.825333,5066.406127,3946.187461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manghaslin_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malonic acid_neg,57378.00514,58436.32592,58926.09571,70522.70834,68081.61826,68465.17609,39455.30391,39904.35025,38567.51809,388925.6148,380788.6882,384389.6714,55305.03618,57761.35148,56638.19712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maleic acid_neg,100655.0696,101351.8229,102444.5593,47816.49115,45038.03336,46302.79381,55977.39723,56037.91595,54996.18461,120110.7587,116373.8251,116077.1737,82788.00828,86633.84108,86024.68064,0,0,737.5586559,0,0,0,0,0,0,0,0,0,60.70272633,137.9018791,54.54839794
LysoPC(16:0)_pos,98686.8183,100063.8925,102716.4208,124780.1202,123389.3195,123425.6653,106028.1244,105019.9273,105052.8565,96586.91087,96886.77567,95885.98205,118452.7055,116234.8433,119492.998,145317.736,140672.1891,141121.428,157416.2385,143828.7464,117659.3629,11066.81398,31386.47583,28989.47835,105944.8322,124095.4766,45328.13961,134270.4214,135894.1201,169402.6304
Luteolin_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L-Tyrosine_pos,703553.3631,706233.4154,716381.7274,1088795.094,1078412.39,1097363.962,563518.8883,558926.632,569142.8161,509391.2933,515104.5255,502386.9855,512800.6614,516442.7983,518715.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L-Phenylalanine_pos,2297024.492,2269617.097,2303323.47,5068904.89,4901255.738,5055081.076,2554690.58,2523727.624,2548421.969,1173459.595,1182697.703,1176363.73,2697084.286,2798425.856,2706816.225,2995693.294,2910383.824,2880273.885,3055864.914,2888652.232,2952273.834,1218343.688,1214860.394,1184140.314,5106121.868,6857845.779,6434037.076,2836309.382,2835055.852,3408038.132
Linoleic acid_pos,8943.447596,10464.19721,11346.8979,3961.775018,3869.847061,3808.477503,30327.02112,29847.129,30746.73239,38358.08574,37611.69393,38254.50621,100970.5533,101732.9438,103018.568,322556.436,319297.9371,323998.5122,520718.4087,508563.467,510921.0789,53385.15328,53505.23648,42941.79089,21796.49029,18836.08515,21213.84214,93020.81085,92029.38873,116648.1468
Licoricesaponin G2_neg,0,0,0,0,0,0,0,0,0,165484.6123,164480.728,163937.0263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L-Homoserine_neg,17261.88866,16790.75542,16944.27075,12385.21593,14292.24765,14440.23004,4634.725985,9346.70288,8136.779083,12670.58726,12229.71286,12641.19274,7022.75309,9142.919133,9267.572959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L-GLUTAMIC ACID_pos,183250.737,191710.8371,187390.8721,115502.8134,112498.4803,113368.6521,142782.3692,144420.7768,147182.1511,141680.9552,145962.4951,145785.3114,270066.3339,271576.1691,269444.4329,192308.0622,181521.0618,181253.9895,246087.3155,229320.9792,228485.081,177353.045,182144.2116,178261.2357,250768.0746,501229.475,425025.023,150269.6407,150794.7462,304464.6478
Lauryldiethanolamine_pos,1181402.251,1221265.505,1232304.001,1502654.899,1497746.508,1497826.371,1299323.741,1276475.103,1284742.076,988667.1798,994706.65,989874.0875,1131420.882,1128869.448,1134541.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lauryl sulfate_neg,721822.1207,744806.2026,762321.4798,670780.427,657826.9994,670280.7892,506817.8551,510279.6804,499825.7003,379520.6773,363491.1009,371079.7408,459699.5407,473583.0006,474102.0945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L-Arginine_pos,434769.5432,445812.4164,446192.8294,539715.429,516747.4226,523490.8515,304883.0751,306756.3744,314347.6672,198189.6824,198633.0771,200593.9615,276289.8233,279708.8167,285023.3254,655733.0197,631385.2263,640546.3984,879958.0156,826961.4331,821844.64,221133.4844,223086.5332,218669.2745,241340.4292,550550.8796,468978.5765,429226.6788,423813.576,488177.4187
Kuromanin_pos,37546.6402,38143.9002,38365.26233,18356.33196,18513.78631,13686.3126,41711.66876,41810.85485,41505.80957,65185.757,64069.03534,66076.99231,8090.926036,6961.88395,6416.119273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaempferol-4'-methyl ether_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaempferol_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010549.222,997646.6922,888335.6001,1107.327569,111.8347291,6112161.122,351.4483269,0,0,59860.09248,58514.5641,60254.01016,881.1843861,1186.197127,1443.721197
Kaempferol 3-alpha-L-arabinopyranoside_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4310.937305,13994.58651,14504.67826,0,0,0,0,0,0,0,0,0,0,0,0
Isovalerylglycine_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3922.838343,7309.531914,6575.69484,11288.27375,15326.66268,12788.18523
Isorhamnetin-3-O-glucoside_neg,42227.83963,42256.18816,44153.49812,1404.247831,1898.969675,2446.107584,0,0,0,41744.98778,40484.81729,41501.96986,1283.625824,1040.787558,2270.327436,0,0,0,0,0,0,0,0,0,3068.308241,3624.426704,3955.055446,0,0,0
Isorhamnetin_pos,5295.322169,3659.409856,5843.850625,0,0,0,0,0,0,14377.50489,14956.68931,14842.50359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isoliquiritigenin_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isoferulic acid_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554.136714,979.9228133,838.2924206
ISOCITRATE_neg,4313550.571,4347484.545,4401502.483,4020998.144,3890356.671,3948066.381,3701618.655,3716771.464,3599411.014,3179516.361,3144561.27,3151304.586,2900902.652,2541287.904,2904401.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inosine; LC-tDDA; CE30_neg,75627.1479,76914.13761,75495.81013,134361.4146,143016.5639,140899.6339,48762.26523,47640.85856,47212.97262,6251.503615,6349.758392,6443.997255,23618.82945,18894.13773,24367.5534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypoxanthine_pos,416113.3715,399197.3348,412535.5003,294290.1366,284023.4101,309009.3724,224359.7094,222322.3206,232370.746,154635.3935,167432.6069,154660.7104,16985.5786,8339.703076,15488.76374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydroxymethylglutaric acid_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076951.64,476447.5125,93339.83666,25986.31957,2597.397278,534323.4118,114.3886167,0,0,107365.3918,101310.7576,24442.51868,1405.267863,8850.427854,9931.677574
Hordenine_pos,35875.53951,34254.31873,37366.44297,49406.57299,49265.44693,53442.22999,48738.51759,46593.88839,49819.9375,54988.05117,55830.29775,53446.09867,54510.58374,53515.34284,54155.26224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homogentisic acid_neg,0,0,0,94.43254708,97.32367271,93.27593072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homoeriodictyol_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haploperoside A_neg,5710.095001,6155.438938,6590.222415,0,0,0,670.4550665,1028.822876,534.7600113,9877.54627,9567.9493,11629.08801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guanosine-3',5'-cyclic monophosphate_pos",259896.2924,247440.8233,256446.6126,228629.9933,224613.4446,235149.6043,86299.72143,84427.14688,87627.85789,17779.64133,16174.65561,9145.25641,5977.668149,19120.01976,17263.31671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanosine_pos,519120.3914,536431.5686,535789.7437,486122.3394,473093.0446,466817.7391,328574.8669,324573.4549,329284.6925,178316.5484,177681.5009,179505.9881,447724.5628,473208.4623,472194.3974,89130.53363,88863.70345,95045.1654,200329.4372,200891.5239,190956.7881,93206.08477,91568.81148,90151.41113,0,165574.7621,157443.1424,211807.8076,206414.498,264591.5529
Guanine_pos,196408.8953,187319.5115,195860.0439,174015.7637,174121.8532,184582.6455,19204.18209,19148.07299,18215.41458,33744.00377,35042.2249,35007.57916,40167.51137,37291.74392,39123.61577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guaijaverin_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glutathione_neg,0,0,0,0,0,0,0,0,0,0,0,0,2204.1887,583.2063522,636.0749065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glutaric acid_neg,8912.149067,11449.11829,18735.44464,129716.2921,123179.3028,126013.6224,48291.05587,47386.85677,46324.9977,55939.96862,53817.42025,54308.0686,72661.97082,77401.30822,77519.77904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glutamine_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4817.625536,2286.479512,0,2327.388562,1700.165411,67041.54499,1040.562281,1415.8411,1357.728017,0,0,0,0,0,0
gamma-Glutamylleucine_neg,2362077.303,2412911.183,2414689.523,3023422.092,2904651.824,2954569.927,2694006.756,2716027.89,2637324.192,1003014.059,992390.3888,1005636.325,2961416.075,3068407.259,3076654.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flavonol base + 4O, O-Hex-dHex, O-Hex_neg",0,0,0,0,0,0,0,0,0,2235.328751,1406.57689,1639.543918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ferulic acid_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1446.220763,1298.086498,1136.162217
falcarindiol_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethyl maltol_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esculin_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11431.75776,8960.794121,6992.363691,74787.13201,72286.72263,65235.8126,0,0,0,0,0,0,17895.80566,16004.36878,84112.94918
Erucamide_pos,2775419.686,2832695.473,2810770.26,3271422.672,3262682.629,3242832.43,1810612.381,1501629.982,1531269.986,1417648.975,1264349.765,1254294.973,1503725.099,1673685.026,1555505.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eriodictyol_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697.281902,2398.7778,2724.608502,1254.90156,2561.773993,1155.522475,0,0,0,782.4080568,1279.130163,496.7479121,0,0,0
Eriodictyol_neg,28877.38817,29885.84211,30217.54984,4629.449116,5008.864587,4156.401469,3124.399361,1967.630178,3241.102719,1026.110631,1524.52031,2408.027519,899.6759798,566.8673805,741.0333119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epigallocatechin_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167700.8924,168296.0224,168540.4313,0,0,0,16084.39146,8693.015601,26584.88031
Epicatechin_pos,26405.17648,27173.36266,28202.43701,127142.6903,121858.6226,123708.5847,284467.8261,289617.7388,277815.2673,360863.1767,351846.8816,353742.4791,49635.67984,51519.47813,49537.77145,1173594.853,1118523.584,1117570.404,363352.0992,352500.0242,354087.2664,954087.5823,970062.8661,952029.6062,56154.71183,64063.98822,58547.67717,223381.6007,222352.0912,789096.9625
Dodecyl gallate_neg,129330.8801,134088.7001,135010.1626,184920.0832,180128.2843,182551.2622,80083.6346,81129.44669,80202.12215,52381.47789,52262.5437,52304.02786,88402.12733,94977.58786,94532.71869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dodecanedioic acid_neg,14934.72464,15309.98304,15041.41264,18555.48353,18167.0226,18985.83058,12954.83313,14073.28686,12144.54888,12872.97056,12627.42013,12756.78372,27371.35726,28899.10253,28847.22722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dihydroluteolin_pos,2649.061646,1959.518461,1602.614433,6380.159288,10612.17668,9959.173654,9690.201924,5754.796636,9502.874238,8307.561353,8388.34082,7763.649821,61555.2327,62747.65505,61019.74476,281826.6287,293665.5983,272085.639,37414.12544,48348.58746,33793.67244,16960.81828,17088.96886,16742.10347,9690.303598,12857.43618,9119.500611,838.4724622,941.2548467,36826.55158
Dicyclohexylurea_pos,307704.4534,323848.1591,323874.4459,441050.0736,403422.978,418206.2499,328426.109,321489.0978,325749.5176,257478.9962,260339.2368,257629.0384,311274.2293,308395.2781,308292.3566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dibutyl phthalate_pos,214569.7217,233197.4427,228679.2358,273762.7265,265393.6816,263083.867,209018.7009,206542.0365,196222.6379,152798.8758,153455.5004,152686.6783,194030.9472,201939.4404,200870.526,248727.4521,266783.2693,272774.7983,217218.1321,217338.4831,234112.8324,170324.2306,173780.9225,161042.3594,367444.8282,225255.3198,214824.4895,293851.2045,290819.3065,400949.4908
Dianthoside_pos,62182.40267,65277.30537,64625.63967,101430.2975,102639.2982,95243.3899,116889.7991,117115.6898,114603.8681,209609.5715,202196.4931,210459.4598,400733.7196,409453.5997,412182.7074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D-Gluconic acid_neg,398849.1886,401362.1694,408394.9503,295745.5865,284349.851,286082.9341,303625.1212,304221.0677,291982.6305,162322.5579,159214.6349,159085.9925,123911.2279,130228.8908,130368.6974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delta-Decalactone_neg,29818.1114,29845.99117,29809.57849,20198.60935,19856.91566,19982.06985,20460.73308,20432.37902,19884.10963,20802.58157,20393.84403,20548.29328,24417.89121,25396.63169,25417.89267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cynaroside_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanidin-3-O-glucoside_pos,2682.418934,4849.457358,2668.570308,28759.9802,26480.54579,28585.07311,9143.730216,9950.374006,11061.4002,5305.382692,25361.13959,19828.43251,49490.31227,49308.76164,50484.64501,2560.216209,796.5653589,1252.996687,405.9799328,2008.95583,1678.861359,294.45151,436.5410853,303.3870126,66982.58572,12627.76636,17326.19614,5964.24859,2681.865567,463609.4056
Citroside A or B_neg,59965.57853,62577.6147,61675.24528,223516.4667,234655.6897,125715.6697,78126.28838,86242.7114,75962.66894,152750.7712,96856.58601,97284.41235,83292.12391,85295.52464,84407.41408,129063.4622,109554.7003,93429.85318,0,0,159158.4,0,0,0,66445.75168,64238.83925,65196.89987,36222.48323,49965.51489,50230.11097
cis-Aconitic acid_neg,94529.05525,134487.6916,137565.2539,84865.14917,87550.84628,83562.16938,153006.6063,159196.6734,152769.1705,177742.7313,175956.2203,178209.4193,59658.57701,63277.77068,58624.69486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cis-2-Glucosyloxy-4-methoxycinnamic acid_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Choline_pos,1015102.392,1036577.081,1046355.373,1329750.411,1320917.805,1314151.464,993467.8143,974013.5335,984384.4943,814863.8561,811041.2495,813523.2623,772408.5597,771431.9846,765968.7452,1699628.456,1622553.025,1620419.663,1328443.003,1265905.463,1263943.41,1136628.314,1156880.736,1143200.508,992936.4074,1463611.731,1291743.88,1146852.23,1144066.388,2004896.028
Catechin_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2067986.117,1902590.033,1387923.185,0,0,1448789.258,0,0,0,65243.04248,63458.81674,64253.85165,179829.3403,181268.5159,180424.8926
Carnosine_pos,244953.9943,240649.8644,244682.0408,259930.1799,262268.8132,267288.1192,238846.9183,237458.3789,242411.0925,219398.6274,216636.6451,214243.8797,11558.29729,9377.001277,10402.21388,278313.9313,275741.2224,279542.158,247132.8299,240869.4143,242388.4617,285953.0106,285933.3149,282678.4075,303525.7552,346764.1714,320925.8992,265904.9981,264959.333,224160.2025
Caffeoyl putrescin (isomer of 390)_neg,0,0,0,0,455.9837105,190.4978249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12-AE1S (TENTATIVE)_neg,374092.5787,380935.7239,389767.336,410770.3787,396440.7157,401652.4766,231070.8295,233069.3828,225571.4868,172170.6844,168356.3446,169452.5508,212375.4382,224466.7131,226273.7242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biochanin A_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17894.71877,17741.19975,18023.14047,0,0,0,0,0,0
Bergenin_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437.8800612,1055.053096,1012.8905,715.9379713,789.2471546,500.1291996
Benzyl b-primeveroside_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57754.86498,52527.08647,46946.78282,0,0,0,0,0,0,38582.44605,36862.5053,37177.53143,12052.10199,14150.76558,13956.74472
"Benzoic acid + 2O, O-Hex_neg",39441.07394,40655.92781,40998.62935,27883.89545,27778.70128,27605.8949,34207.95709,34457.26639,32698.21352,140212.0144,142199.5994,143580.0316,141161.6667,148658.025,147044.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azelaic acid_neg,225906.134,233696.2534,232519.0128,301120.4896,296077.3482,300320.621,211467.0147,209976.587,207440.0591,165512.1071,164145.2992,167144.5287,315855.2614,338021.814,326827.7261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asperglaucide_pos,24397.87042,25133.30419,24763.06265,33918.66928,33961.15143,33381.36591,24734.02002,24649.33788,25654.30701,17091.50863,18249.37934,17503.65616,24900.91328,24058.92144,25140.46661,0,0,0,0,0,0,4495.314983,5612.602287,6023.532617,28111.3535,11493.40344,10176.5497,0,0,0
ASPARAGINE_neg,33717.29507,33994.09967,34610.76327,35455.24017,34475.48973,34398.94847,38184.49646,38324.85266,36828.86824,97796.85683,95172.5328,95799.3094,83367.03471,87378.44651,85251.58117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arjunolic acid_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473.7657082,791.4460668,464.5545512,0,0,0,0,0,0,0,0,0
Apigenin 7-glucuronide_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3055.772248,638.8889188,1075.440755,0,0,0
Alpha-linolenic acid_pos,204792.3052,205451.2333,203265.9943,150671.1983,151993.9687,149831.8816,113869.7067,111701.4196,114267.5916,31303.72125,32122.08138,31684.89589,53913.87085,54596.99618,54564.02122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adenosine_pos,1426415.335,1578507.977,1537444.726,2148765.575,2155292.162,2012803.967,1603041.011,1577051.979,1500085.798,838780.1241,802473.8314,840045.3877,2266496.776,2323290.886,2379395.222,1954211.99,1895494.134,1951007.793,2302017.545,2263794.803,2250498.104,1684657.426,1679829.32,1638388.597,149.3990287,2122819.243,2013741.92,2708899.193,2738870.864,4653496.637
Adenosine 5'-monophosphate_neg,622315.1999,626597.3279,637236.1447,690645.74,666440.3516,677577.7277,302594.0645,300393.1487,291331.1713,550197.0261,539443.2784,541741.5587,348980.0444,365898.8704,364087.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adenine_pos,105486.6438,110831.9343,111641.2544,172783.1008,174993.0819,168139.0297,112145.3464,110408.2963,109605.1129,54835.31462,51612.94652,53633.85545,245363.0413,248552.1329,251669.279,106195.4425,106091.7317,105315.74,156217.8429,152361.7333,156357.2499,77525.08765,76733.97865,74679.74238,65730.71699,99815.36635,96819.22577,164513.7253,162838.1822,352434.9356
999.5848162@564.5955548841977_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999.584558@540.7819652355854_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999.5796155@532.0588765358316_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311.094926,1478.437769,1715.877764
999.4794732@351.6580011428353_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1767.531722,2923.656176,1828.607458
999.4791664@377.4955714335_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.9689508,0,0,2183.915182,2249.842535,2091.216339
999.4787152@330.6987124551841_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4149.925524,4368.372058,2976.87324
999.4780157@322.0750992728244_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861.249955,386.2098084,558.0149355
999.4756071@355.4042060140579_neg,0,0,0,0,0,0,0,0,0,26098.48985,25439.72674,26140.44667,28908.48235,30863.20953,27071.12908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999.4724225@374.8447622579072_neg,3181.717178,4103.646796,2602.464313,838.793497,919.8212996,512.6930108,346.9969097,835.5291371,246.0837434,18833.00811,18305.14122,17895.86273,22873.02826,23906.89392,23985.27869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999.4426268@309.5225533476977_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999.4393629@326.0672064457315_neg,0,0,0,0,0,0,0,0,0,163910.2136,161890.6535,161365.0163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999.4277071@293.9600981630564_neg,1036.317866,1946.536956,1210.435645,24194.40376,23677.00693,24094.40235,5873.134403,5282.234407,5519.082331,19420.32045,21654.66349,19371.28474,0,0,0,0,757.9322516,9417.513326,0,0,0,0,0,0,21418.17354,20498.39777,21248.65852,0,0,0
999.3700625@214.8329447133578_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7662.667939,7678.331399,7306.556158,0,0,0
